ID,Feature_ID,Kindom,Phylum,Class,Order,Family,Genus,Species,Confidence,frequency,niche_width,Taxa,Group,Partition,Function,Process,MRA
ASV9755,a277819b54d9f55d3deffa5291b13110,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,Unknown,0.832671073,0.021922428,15.27683616,others,rare,above,Unassigned,Unassigned,8.37E-06
ASV9756,f878059eab9ac3987fe1be9425994578,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unknown,Unknown,0.999646097,0.016863406,14.11696359,others,rare,above,Unassigned,Unassigned,5.43E-06
ASV9757,1541eef8b7ba6742f780725c596b9bb6,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_7755,Unknown,0.999964716,0.021922428,15.27859779,others,rare,above,Unassigned,Unassigned,7.32E-06
ASV9758,291216979c39160b42330b89b519e471,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,Unknown,0.991033932,0.020236088,7.446153846,others,rare,above,Unassigned,Unassigned,5.31E-06
ASV9759,0672cdfc86d29cd1e5f690ec04ae2121,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_70295,midas_s_70295,0.999969637,0.049747049,44.91509434,others,rare,above,Unassigned,Unassigned,5.55E-06
ASV9760,975faa98c6d600fe7e0a1bbda295625a,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcus,midas_s_17080,0.895566501,0.012647555,5.796407186,others,rare,above,SRB/Fermenter/Lipids,S_remove,7.08E-06
ASV9761,a587ba0006bcc3ebdd6351ab41ff8bef,Bacteria,Myxococcota,Polyangia,Blfdi19,midas_f_33793,midas_g_46898,midas_s_46898,0.99843272,0.024451939,22.40325203,others,rare,above,Unassigned,Unassigned,6.68E-06
ASV9762,ce8f8eab54e342380c768af1d6ff50f5,Bacteria,Planctomycetota,OM190,midas_o_4192,midas_f_4192,midas_g_30498,midas_s_30498,0.731626969,0.007588533,4.122011542,others,rare,above,Unassigned,Unassigned,4.02E-06
ASV9763,36571714a70fbfcf4d2a436918530889,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,midas_f_4455,midas_g_19846,midas_s_19846,0.809822965,0.011804384,7.930059524,others,rare,above,Unassigned,Unassigned,5.87E-06
ASV9764,9736953402c381fe8bce7a067947f745,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,midas_g_54078,Unknown,0.999920866,0.017706577,13.47508306,others,rare,above,Unassigned,Unassigned,6.28E-06
ASV9765,2b7fc5d187d77f56660be898b595c182,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Prosthecomicrobium,midas_s_22996,0.976350656,0.021922428,14.8996063,others,rare,above,Sugars,C_cycle,7.00E-06
ASV9766,ddb87b23176c0b09283b9d431ccfa80c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_32697,midas_s_32697,0.999994054,0.016020236,11.34723926,others,rare,above,Unassigned,Unassigned,5.47E-06
ASV9767,49b87f99a34a9c0e81bf2f699543d078,Bacteria,Patescibacteria,ABY1,Ca_Magasanikbacteria,midas_f_13206,midas_g_58612,midas_s_58612,0.999999949,0.010118044,9.610648918,others,rare,above,Unassigned,Unassigned,6.12E-06
ASV9768,78c0a74911dbbe51c099b0cfdafcb253,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,midas_g_66130,midas_s_66130,0.948445254,0.019392917,16.77005348,others,rare,above,Unassigned,Unassigned,4.51E-06
ASV9769,f6994d59422b2f7463a533b317099921,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.983397125,0.007588533,8.408759124,others,rare,above,Unassigned,Unassigned,3.86E-06
ASV9770,1ce8484879f5c638493cefad6640ab8c,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unknown,0.999999486,0.011804384,11.12921153,others,rare,above,Sugars,C_cycle,7.20E-06
ASV9771,518cf0e508b5bb76a0929aa07581d5e2,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,midas_g_48625,midas_s_48625,0.988186806,0.027824621,22.39308855,others,rare,above,Unassigned,Unassigned,5.79E-06
ASV9772,2eca2ddf8a9901384f0ac84cb411daae,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Unknown,0.999997365,0.010118044,11.00893256,others,rare,above,SRB/SOB/Fermenter,S_remove,6.32E-06
ASV9773,82ea283f7990a30f8cb6114019f8582b,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,midas_g_54926,midas_s_68366,0.872889247,0.02613828,22.06714414,others,rare,above,Unassigned,Unassigned,6.32E-06
ASV9774,d76f05524894cc3fdfcd5130daee3276,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1409,midas_s_20950,0.908534693,0.011804384,3.110230736,others,rare,above,Unassigned,Unassigned,7.61E-06
ASV9775,694e0ac8cf80fa4afa9bfd05357d9306,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,midas_f_31,midas_g_4708,midas_s_39226,0.99994848,0.02529511,8.378930818,others,rare,above,Unassigned,Unassigned,5.87E-06
ASV9776,4425aadbe5b2d25e7a70c465726d2734,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,midas_g_52073,midas_s_52073,0.999998147,0.038785835,35.60485651,others,rare,above,Unassigned,Unassigned,5.11E-06
ASV9777,0edcf2a883238673a35b3df04944cfb1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.999989681,0.010118044,10.57969724,others,rare,above,Unassigned,Unassigned,4.39E-06
ASV9778,dd92dd43de7ceb0ede98d163c00fbb71,Bacteria,Latescibacterota,midas_c_18,midas_o_753,midas_f_1938,midas_g_2686,midas_s_78436,0.999235604,0.020236088,19.54198473,others,rare,above,Unassigned,Unassigned,6.44E-06
ASV9779,5fb2c353abe365ef6083dcf1820be2a6,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.99998166,0.002529511,2.776706518,others,rare,neutral,Unassigned,Unassigned,4.83E-06
ASV9780,9597fc3785cf1fa55fae3a6a76e3e1d7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unknown,0.999969602,0.015177066,14.16011236,others,rare,above,Filamentous/Fermenter/Sugars/Lipids/Proteins,Foaming,5.71E-06
ASV9781,f2379bfdfb480f143d16274739f62231,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,midas_s_24591,0.760926015,0.008431703,8.898288016,others,rare,neutral,Sugars,C_cycle,7.56E-06
ASV9782,1fe2830c2ccbe5d18b111772757d0421,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Oscillatoriales_cyanobacterium_HF1,midas_g_37688,midas_s_37688,0.963117236,0.008431703,8.770754954,others,rare,neutral,Unassigned,Unassigned,7.52E-06
ASV9783,435651025a9a2a2f0a4744f7139fddbb,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,0.985782559,0.010118044,11.33751375,others,rare,above,Unassigned,Unassigned,9.13E-06
ASV9784,4d426b6919c26bdccad2e720282b89eb,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,Unknown,Unknown,Unknown,0.999910096,0.028667791,28.14420063,others,rare,above,Unassigned,Unassigned,5.39E-06
ASV9785,69a11f927915e2a3ba1f7b9c84486527,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Unknown,Unknown,Unknown,0.999722653,0.031197302,17.2875817,others,rare,above,Unassigned,Unassigned,4.63E-06
ASV9786,b7506b86b47f79bb3a95de84bfac9fbe,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_5968,midas_s_8001,0.985474016,0.042158516,36.83521809,others,rare,above,Unassigned,Unassigned,6.08E-06
ASV9787,6ef2db360afbd6fb97a52aca54920d52,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_825,0.912733854,0.021079258,10.16109683,others,rare,above,Filamentous/Fermenter/Sugars/Proteins,Foaming,6.20E-06
ASV9788,98d831a85c66f302f81c5c98ad3098e7,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,midas_s_15282,0.996599396,0.011804384,9.110366826,others,rare,above,Sugars/Proteins,C_cycle,6.80E-06
ASV9789,29eae29fe93a7ea96ffc84f30b455b47,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_14310,midas_g_16674,midas_s_22593,0.972179187,0.003372681,3.947615757,others,rare,neutral,Unassigned,Unassigned,6.80E-06
ASV9790,844d887e284eedf0ea7ffda922070daf,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,midas_g_62432,midas_s_66668,0.807391977,0.018549747,12.51657143,others,rare,above,Unassigned,Unassigned,5.96E-06
ASV9791,2dcd3c91c3b46a1f2a9e408c45ffa3df,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7,midas_s_1841,0.994963802,0.010118044,8.584721866,others,rare,above,Unassigned,Unassigned,7.36E-06
ASV9792,5e4af7ebad6bc9881a198b410b92dada,Bacteria,Planctomycetota,vadinHA49,midas_o_4436,midas_f_4436,Unknown,Unknown,0.996961452,0.02613828,13.52648475,others,rare,above,Unassigned,Unassigned,6.40E-06
ASV9793,9d2bbaedd8e5c7bce3c41403c81ff92c,Bacteria,Patescibacteria,Parcubacteria,Unknown,Unknown,Unknown,Unknown,0.947358336,0.017706577,13.83333333,others,rare,above,Unassigned,Unassigned,6.68E-06
ASV9794,3f3eb2e0039f709b4bc2608ca6399b47,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999853963,0.011804384,6.597251586,others,rare,above,Unassigned,Unassigned,6.36E-06
ASV9795,7f137ca4cc13cfbf4fc0bfaccdff78ec,Bacteria,Patescibacteria,Parcubacteria,midas_o_61556,midas_f_61556,midas_g_82615,midas_s_82615,0.707234542,0.02613828,20.21776504,others,rare,above,Unassigned,Unassigned,6.76E-06
ASV9796,6349292e7ce69982aaf3688eaf71ed78,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999941096,0.019392917,15.89116809,others,rare,above,Unassigned,Unassigned,6.72E-06
ASV9797,f6af5a398baedfc8e2648130dfdcd1c4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas,midas_s_49330,0.973487158,0.006745363,5.540008042,others,rare,neutral,Unassigned,Unassigned,6.68E-06
ASV9798,90b3f9d63002f48ec73c93192126c052,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5391,midas_g_5391,midas_s_60174,0.999970336,0.010118044,11.40509215,others,rare,neutral,Unassigned,Unassigned,9.86E-06
ASV9799,5cc39f273e085e5a9ef2f01137d10a17,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_5533,0.996163342,0.027824621,20.48167093,others,rare,above,Unassigned,Unassigned,6.24E-06
ASV9800,64902b79154d7c65b1caf4ebbf8bbb9d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_9072,0.994452803,0.02613828,23.25287356,others,rare,above,Denitrifiers/PAOs/SRB/Proteins,N_P_S_remove,4.79E-06
ASV9801,64a64d5931dd91c6a72fe2566ea8a96e,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_5991,midas_s_5991,0.996484844,0.018549747,15.91419657,others,rare,above,Unassigned,Unassigned,4.06E-06
ASV9802,63a543b4e6ca407cd5ed9f9ae81090ea,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Pasteurella,midas_s_71840,0.999895542,0.034569983,29.65444288,others,rare,above,Unassigned,Unassigned,5.83E-06
ASV9803,4888117da3934f8dfcb3c3a12568d8dd,Bacteria,Chloroflexi,OLB14,midas_o_731,midas_f_731,midas_g_31748,midas_s_31748,0.999987134,0.008431703,9.258715596,others,rare,above,Unassigned,Unassigned,7.00E-06
ASV9804,7b95ce713fa392ecfb8a59fc23b8e5be,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_55717,midas_s_71976,0.999956348,0.023608769,14.11430438,others,rare,above,Unassigned,Unassigned,5.92E-06
ASV9805,0fb924a6d7824105ae9f4631f9f72dec,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,LNR_A2-18,Unknown,0.836985123,0.006745363,6.744716023,others,rare,neutral,Unassigned,Unassigned,9.62E-06
ASV9806,d8a8626db3b5815e1dd6750e4037d5c1,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,Unknown,0.999998213,0.012647555,13.552,others,rare,above,Unassigned,Unassigned,6.20E-06
ASV9807,d26e5c528273e12e3703c5ebeb71da2c,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_50895,midas_f_50895,midas_g_50895,midas_s_50895,0.884802059,0.022765599,11.88049451,others,rare,above,Unassigned,Unassigned,7.48E-06
ASV9808,c3a7a61168e1665c9e7ef020518292fe,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_2018,0.904600096,0.019392917,17.25128205,others,rare,above,Sugars,C_cycle,4.67E-06
ASV9809,357ff60e1f9a687e576ea67ea6235bc3,Bacteria,Patescibacteria,Parcubacteria,Ca_Moranbacteria,midas_f_10918,Unknown,Unknown,0.946090495,0.002529511,2.947619697,others,rare,neutral,Unassigned,Unassigned,5.92E-06
ASV9810,1009a7fb606460c3f69020085341f0be,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Unknown,Unknown,0.99999414,0.008431703,6.815934788,others,rare,above,Unassigned,Unassigned,6.48E-06
ASV9811,cc43c3a3f34c74ba3408856602732b9d,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,midas_g_85498,midas_s_85498,0.999975381,0.012647555,11.74059406,others,rare,above,Unassigned,Unassigned,6.20E-06
ASV9812,afb17f630b68756951b5748b059efa3b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4,0.886901525,0.004215852,3.585657371,others,rare,neutral,Denitrifiers/Filamentous/Acetogen/Fermenter/Sugars/Lipids/Proteins,N_remove,4.83E-06
ASV9813,48261e54ae0ee69e7da18457145ba6e5,Bacteria,midas_p_7082,midas_c_7082,midas_o_7082,midas_f_21678,midas_g_21678,midas_s_21678,0.871694799,0.003372681,3.75773388,others,rare,neutral,Unassigned,Unassigned,5.71E-06
ASV9814,bbd5934c5c4e1e113e4f9b582bf7f2cf,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,midas_g_14536,Unknown,0.966601798,0.003372681,3.419726027,others,rare,neutral,Unassigned,Unassigned,3.18E-06
ASV9815,ce32fbe40e9cd43e7ab65583b53fd94f,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,midas_g_62432,Unknown,0.990376462,0.014333895,13.48255319,others,rare,above,Unassigned,Unassigned,7.16E-06
ASV9816,862ba0cf164eb659d2debcc9707d0a7a,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,midas_g_80520,midas_s_80520,0.99999999,0.004215852,3.019700356,others,rare,neutral,Unassigned,Unassigned,7.69E-06
ASV9817,b63fbd9ae64b0d4fb6ebdfecc781a448,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_36791,Unknown,0.703934031,0.010118044,10.52785146,others,rare,above,Unassigned,Unassigned,7.61E-06
ASV9818,ac9130111ee3f0ddfe7c81803245f043,Bacteria,Patescibacteria,Parcubacteria,Ca_Campbellbacteria,midas_f_46488,midas_g_55062,midas_s_55062,0.818726635,0.039629005,33.91755577,others,rare,above,Unassigned,Unassigned,7.52E-06
ASV9819,ef77315770bfa0b732378b64a19130c4,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_5257,0.826323232,0.024451939,21.23468328,others,rare,above,Unassigned,Unassigned,5.75E-06
ASV9820,549a883be94c80e3941882c84e7953a3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown,0.964964559,0.013490725,12.31413613,others,rare,above,Denitrifiers/Sugars/Lipids/Proteins,N_remove,6.76E-06
ASV9821,d7fd3a66be77e3ec6cfa4c80618819be,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999383443,0.007588533,8.470588235,others,rare,neutral,Unassigned,Unassigned,8.69E-06
ASV9822,441fc5f58e9ecbbc0798305292418770,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,midas_s_51467,0.958875351,0.010961214,9.436112122,others,rare,above,Unassigned,Unassigned,6.48E-06
ASV9823,fd3b810c713729dbad3d4a2795dc27a6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bauldia,midas_s_26457,0.879289528,0.019392917,17.06523605,others,rare,above,Sugars,C_cycle,5.67E-06
ASV9824,7da11d885da88b55d1285d811b89839b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_18379,midas_g_23903,midas_s_23903,0.906425484,0.02529511,23.19678715,others,rare,above,Unassigned,Unassigned,6.12E-06
ASV9825,3129242a4cc45d0846b58a14d8a7737c,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,midas_s_82276,0.999526043,0.005902192,6.390219052,others,rare,neutral,Unassigned,Unassigned,9.01E-06
ASV9826,e7f68daf118045e70ba2785a4ef6c519,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,midas_f_23768,midas_g_23768,Unknown,0.999999789,0.016020236,12.30182685,others,rare,above,Unassigned,Unassigned,7.08E-06
ASV9827,ea4bcbc6d7928a77283dd93c371a4ed7,Bacteria,Patescibacteria,ABY1,Ca_Kuenenbacteria,midas_f_26275,midas_g_68138,midas_s_68138,0.999997063,0.018549747,11.81976071,others,rare,above,Unassigned,Unassigned,7.04E-06
ASV9828,ba452faef8e634e088e40a275367c353,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,midas_s_10725,0.843901412,0.005059022,5.951093951,others,rare,neutral,Sugars/Proteins,C_cycle,5.47E-06
ASV9829,6bb262b9dcb563d6ad2b40048e2a3500,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_41537,0.999954797,0.018549747,14.70508827,others,rare,above,Filamentous/Fermenter/Sugars/Proteins,Foaming,4.79E-06
ASV9830,88aaacc6916c5d49631f0049afd4709c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,midas_g_3003,midas_s_49505,0.920800873,0.001686341,1.993103448,others,rare,neutral,Unassigned,Unassigned,6.16E-06
ASV9831,558ec09a5a987b6147559a1c5c70656c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_18379,midas_g_23903,midas_s_72580,0.724917971,0.014333895,11.4092827,others,rare,above,Unassigned,Unassigned,4.18E-06
ASV9832,2012a8792fdb353af2cca7220cf45b1d,Bacteria,Bacteroidota,Bacteroidia,Unknown,Unknown,Unknown,Unknown,0.999562536,0.010961214,6.850066342,others,rare,above,Unassigned,Unassigned,7.08E-06
ASV9833,799551a32bad0689f7879bb53ca5c862,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_43426,midas_g_43426,midas_s_43426,0.953440075,0.02529511,20.52170714,others,rare,above,Unassigned,Unassigned,6.72E-06
ASV9834,ad4eaa3a9c30e6268e40313f20e0f1f0,Bacteria,SAR324_cladeMarine_group_B,midas_c_814,midas_o_928,midas_f_28770,midas_g_28770,Unknown,0.843540816,0.033726813,26.3143483,others,rare,above,Unassigned,Unassigned,6.24E-06
ASV9835,8de75d974ec7b47268a4c78be33a3d40,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999703371,0.011804384,9.966643975,others,rare,above,Unassigned,Unassigned,4.87E-06
ASV9836,3107d90100165f27ed5bc221b557a000,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,midas_g_4001,midas_s_4001,0.951075724,0.046374368,38.03062583,others,rare,above,Unassigned,Unassigned,6.80E-06
ASV9837,c23c5c0e5a2a04daa6824f5a2c91a1a0,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon_aurantiacus,0.99999998,0.012647555,11.0905307,others,rare,above,Filamentous/Fermenter/Sugars,Foaming,5.87E-06
ASV9838,dc9f80f3d6207db82dc856d07aa2ba28,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,midas_f_2377,midas_g_2377,midas_s_52713,0.933128435,0.012647555,9.585798817,others,rare,above,Unassigned,Unassigned,7.24E-06
ASV9839,6cb112ee6cd0d81d8c4c1a68e008ef01,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Formivibrio,midas_s_33757,0.964450363,0.021922428,18.79706601,others,rare,above,Unassigned,Unassigned,4.99E-06
ASV9840,b7511133efd014543afb5fb40d0ea956,Bacteria,Myxococcota,bacteriap25,midas_o_73073,midas_f_73073,midas_g_73073,midas_s_73073,0.999558584,0.018549747,16,others,rare,above,Unassigned,Unassigned,3.86E-06
ASV9841,a80616dba1a6d362b957660c08aa3517,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,midas_s_28104,0.919486353,0.021079258,17.19674671,others,rare,above,Unassigned,Unassigned,6.00E-06
ASV9842,97f718a751ff61a3ea1137c3ce54d15a,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999768914,0.030354132,25.82328907,others,rare,above,Unassigned,Unassigned,6.40E-06
ASV9843,ebc8354e5fa0d1a5ffd79e047d78e7d3,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_71227,0.899206976,0.005902192,3.389596015,others,rare,neutral,Unassigned,Unassigned,7.04E-06
ASV9844,c053c6bfc7a32d897d3dcb5ff0205190,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Unknown,0.999994981,0.010961214,11.23424947,others,rare,above,Unassigned,Unassigned,6.56E-06
ASV9845,1f7d8dc48b065f998d178bad700415d2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,midas_g_4479,midas_s_26335,0.774981825,0.004215852,3.260377358,others,rare,neutral,Unassigned,Unassigned,5.79E-06
ASV9846,23202074affc6230288578d145040f46,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999974858,0.014333895,10.00268817,others,rare,above,Unassigned,Unassigned,4.91E-06
ASV9847,b69067750876a4f7717c31e89d29022f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unknown,0.99670487,0.002529511,2.954971857,others,rare,neutral,Sugars/Lipids/Proteins,C_cycle,4.23E-06
ASV9848,8e8a0208ba66cd2d3836186bd5b8324b,Bacteria,Acidobacteriota,Blastocatellia,11_24,midas_f_1424,Unknown,Unknown,0.999999121,0.003372681,3.157375432,others,rare,neutral,Unassigned,Unassigned,6.44E-06
ASV9849,0d5a6df203b8afbc63e43a0618d5d7ec,Bacteria,Proteobacteria,Alphaproteobacteria,Unknown,Unknown,Unknown,Unknown,0.786926747,0.010118044,11.05177112,others,rare,above,Unassigned,Unassigned,6.28E-06
ASV9850,25ec637896c50f9c898e3c16ecf60785,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_55717,midas_s_55717,0.999600112,0.017706577,18.45917471,others,rare,above,Unassigned,Unassigned,5.83E-06
ASV9851,b7ca32c75fcc71f7c4edada39c458cf6,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,midas_f_5655,midas_g_5655,midas_s_5655,0.999973138,0.02529511,17.91401274,others,rare,above,Unassigned,Unassigned,6.04E-06
ASV9852,c56706853fb9c73858b3bcfd10c65e9c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,midas_s_12147,0.965302431,0.016863406,16.68026461,others,rare,above,Fermenter/Sugars/Lipids/Proteins,C_cycle,4.95E-06
ASV9853,d4ea8a11815f64dba36601107ee2e4f9,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_38248,0.999869592,0.033726813,29.39440204,others,rare,above,Sugars,C_cycle,6.12E-06
ASV9854,b99cea92d6e2c9c5db0fe013425b1217,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Unknown,0.999998849,0.030354132,25.93970421,others,rare,above,Unassigned,Unassigned,6.08E-06
ASV9855,2eb65ef08d54229d7c61541adb8b02ad,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_24725,Unknown,Unknown,0.920964389,0.023608769,17.06021251,others,rare,above,Unassigned,Unassigned,6.84E-06
ASV9856,42a2d1ed017ed81cdd5c89754435d4de,Bacteria,Patescibacteria,Microgenomatia,Ca_Woesebacteria,midas_f_60251,midas_g_60251,midas_s_60251,0.999973262,0.028667791,22.17274472,others,rare,above,Unassigned,Unassigned,6.12E-06
ASV9857,6610c62368d3b8758db7e49baf28e218,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_86360,0.996169223,0.024451939,20.41501104,others,rare,above,Unassigned,Unassigned,5.47E-06
ASV9858,c6466f0ae9b625124ea82a0c99fe39a4,Bacteria,Myxococcota,Polyangia,mle1-27,midas_f_990,midas_g_13404,midas_s_13404,0.810096696,0.008431703,8.249226006,others,rare,above,Unassigned,Unassigned,5.87E-06
ASV9859,9be66a46911fd7f5487db8a25475fdf5,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_894,midas_s_69968,0.769128696,0.010961214,11.41869919,others,rare,above,Unassigned,Unassigned,4.27E-06
ASV9860,f24a2b2e1d4f006fcec3e51bec5439fc,Bacteria,midas_p_31827,midas_c_31827,midas_o_31827,midas_f_31827,midas_g_31827,midas_s_89262,0.880069559,0.016020236,12.01715345,others,rare,above,Unassigned,Unassigned,6.48E-06
ASV9861,5c5d16607b1a793dabd66cbaa3165a3a,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,midas_g_25376,midas_s_45643,0.999719889,0.020236088,17.87539599,others,rare,above,Unassigned,Unassigned,7.40E-06
ASV9862,e241871d40c5fd6540e412c00107f42b,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unknown,Unknown,0.994130905,0.014333895,13.29113924,others,rare,above,Unassigned,Unassigned,8.45E-06
